Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
4/4/2021,300,4,43,46,67,66,58,34,16,8,5,0,152,144,4,66,14,73,75,16,56,0,0,0,1,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,3,10,7,7,6,4,6,0,26,17,0,9,1,26,4,2,1
6/3/2021,96,7,16,21,20,19,14,10,6,5,1,0,47,49,0,14,5,41,11,2,23,0,0,0,1,0,2,4,0,0,4,3,0,3,1,2,1,0,0,2,1,4,1,3,2,2,1,0,7,9,0,2,1,9,2,0,2
12/1/2020,2186,35,141,271,509,427,340,271,200,109,59,0,1165,1014,7,743,61,337,366,87,592,0,0,0,4,5,11,9,6,0,20,15,0,12,1,15,7,0,0,7,7,11,14,21,32,28,21,0,72,69,0,51,1,53,25,5,6
1/16/2021,624,13,66,84,140,105,112,82,63,28,9,1,355,268,1,242,21,93,124,24,120,0,0,0,1,1,5,3,3,0,6,7,0,9,1,0,3,0,0,2,5,4,5,5,14,14,16,1,32,34,0,19,1,25,17,4,0
2/3/2021,574,7,53,83,145,100,75,63,65,27,16,0,295,279,0,180,16,118,132,20,108,0,0,0,1,0,2,2,2,0,2,5,0,3,0,3,1,0,0,0,5,5,6,8,13,10,6,0,25,28,0,21,1,22,4,1,4
3/6/2021,215,2,35,29,56,48,24,21,22,8,7,0,106,109,0,80,10,39,41,15,30,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,3,6,4,4,6,6,6,0,14,21,0,7,1,15,7,3,2
5/16/2020,515,28,103,35,107,87,93,77,59,35,22,0,278,231,6,203,11,97,51,15,138,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,19,16,17,0,51,51,1,37,4,32,15,2,13
4/20/2020,988,40,183,24,158,181,212,193,122,56,41,1,476,500,12,406,25,247,116,44,150,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,15,31,34,38,26,30,0,76,106,1,65,5,69,30,12,2
5/18/2021,283,6,34,68,61,46,36,35,21,8,8,0,160,123,0,52,4,114,45,6,62,0,0,0,0,2,1,3,0,0,4,2,0,3,0,2,1,0,0,2,2,5,4,5,10,2,4,0,16,18,0,5,0,23,3,0,3
10/24/2020,885,5,66,109,224,197,140,105,59,38,13,0,469,416,0,326,19,117,217,40,166,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,8,9,6,7,10,17,7,0,33,33,0,20,2,28,10,4,2
5/28/2021,139,4,20,31,33,18,22,18,7,6,4,0,88,51,0,34,4,58,17,5,21,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,5,6,1,3,1,0,9,11,0,3,0,13,2,1,1
11/12/2020,2921,18,117,330,741,569,494,381,255,112,39,0,1496,1419,6,973,54,405,590,149,750,0,0,0,0,2,6,3,7,0,11,7,0,4,1,6,7,0,0,4,7,7,12,19,33,22,13,0,68,49,0,26,2,43,27,9,10
5/24/2020,279,27,91,16,55,42,48,33,47,22,16,0,149,130,0,122,2,50,17,12,76,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,18,31,13,11,0,45,46,0,31,2,34,10,6,8
11/30/2020,2383,22,135,281,557,497,370,317,198,99,64,0,1264,1113,6,817,73,334,413,99,647,0,0,0,2,1,4,10,5,0,10,12,0,6,1,7,7,1,0,4,15,13,9,17,22,31,24,0,74,61,0,43,11,45,29,4,3
10/23/2020,1018,4,73,126,253,188,174,133,90,37,16,1,544,467,7,268,25,191,263,42,229,0,0,0,0,0,0,0,4,0,3,1,0,2,0,1,1,0,0,3,7,10,5,13,17,13,5,0,39,34,0,19,2,23,20,0,9
2/27/2021,179,7,20,31,39,33,22,24,14,9,7,0,102,77,0,53,12,41,35,10,28,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,1,0,1,5,5,4,4,0,9,11,0,4,0,11,5,0,0
6/13/2021,24,4,3,6,2,8,2,3,2,1,0,0,16,8,0,5,0,11,2,0,6,0,0,1,0,2,1,0,0,0,0,4,0,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,2,1,0,0
8/27/2020,383,2,27,40,132,75,59,32,24,12,8,1,208,173,2,181,6,61,79,20,36,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,7,2,4,5,2,0,19,8,0,10,0,7,5,3,2
10/7/2020,549,1,38,59,163,118,85,63,34,18,9,0,269,278,2,197,8,69,136,18,121,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,8,6,7,4,6,0,20,18,0,9,0,11,13,1,4
4/9/2021,766,5,60,138,216,148,113,73,53,17,8,0,413,352,1,168,23,221,163,40,151,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,4,6,14,15,11,6,3,0,32,28,0,10,1,32,12,1,4
3/29/2021,730,3,43,97,240,136,93,91,45,18,10,0,386,341,3,165,24,164,205,26,146,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,5,6,5,11,7,2,5,0,25,18,0,6,1,22,10,1,3
4/23/2020,1465,36,164,32,194,205,222,240,244,161,167,0,733,646,86,477,21,369,178,70,350,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,26,39,30,27,0,75,87,2,60,6,57,28,11,2
2/15/2021,257,7,27,35,61,59,36,29,21,13,3,0,125,131,1,62,10,36,72,15,62,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,1,1,7,2,4,7,3,2,0,13,14,0,2,2,14,8,0,1
4/14/2020,665,33,172,16,103,120,121,126,78,51,50,0,355,310,0,231,24,197,96,34,83,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,31,31,28,0,72,99,1,60,4,71,28,8,1
3/22/2020,168,2,73,6,23,27,31,37,24,14,6,0,74,94,0,22,6,82,50,5,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,8,13,14,13,14,5,0,36,36,1,12,4,47,6,3,1
4/28/2021,572,5,50,86,145,128,95,67,28,13,10,0,301,270,1,150,25,175,90,20,112,0,0,0,1,2,0,1,1,0,1,4,0,0,2,2,1,0,0,2,5,7,8,8,9,3,8,0,18,32,0,8,1,27,9,3,2
7/20/2020,392,5,23,53,93,90,55,47,36,14,4,0,197,190,5,162,9,88,69,18,46,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,2,3,6,5,1,0,16,7,0,8,0,14,0,0,1
8/26/2020,388,3,37,48,126,82,44,44,23,12,9,0,196,191,1,191,5,41,92,19,40,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,4,4,4,9,5,5,4,0,22,15,0,16,1,8,5,5,2
7/8/2020,309,4,28,37,100,68,38,33,20,11,2,0,157,151,1,88,9,72,55,10,75,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,6,5,4,0,14,14,0,10,1,8,6,1,2
3/19/2020,183,2,38,5,34,47,35,25,18,17,2,0,86,97,0,20,10,79,63,7,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,11,2,0,17,21,0,4,1,24,8,1,0
4/10/2021,550,7,51,85,149,109,91,65,28,15,8,0,278,271,1,131,25,146,123,27,98,0,0,0,0,0,4,1,2,0,4,3,0,3,0,3,1,0,0,1,5,4,10,10,6,8,7,0,21,30,0,10,1,34,4,0,2
1/19/2021,1086,19,63,141,266,206,168,124,92,58,31,0,552,533,1,395,38,179,228,62,184,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,3,5,6,13,9,12,12,0,30,33,0,19,3,29,8,2,2
5/11/2021,310,9,35,61,65,68,41,34,31,5,5,0,162,148,0,59,5,132,44,10,60,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,6,6,5,7,6,3,0,17,18,0,6,0,23,6,0,0
9/10/2020,329,2,19,23,121,69,44,36,27,5,4,0,189,138,2,131,8,42,105,6,37,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,3,6,2,0,0,14,5,0,7,0,6,4,1,1
5/8/2020,924,44,97,52,169,191,196,154,84,44,34,0,442,465,17,442,17,138,77,42,208,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,8,8,9,19,18,13,22,0,48,49,0,38,3,36,12,5,3
3/4/2021,286,7,26,42,81,60,39,24,23,11,6,0,146,139,1,73,21,48,83,19,42,0,0,1,1,1,1,0,3,0,4,3,0,3,0,0,4,0,0,0,1,3,4,5,4,5,4,0,16,10,0,3,1,15,7,0,0
8/15/2020,220,5,23,18,64,41,29,34,21,11,2,0,104,114,2,76,6,52,60,6,20,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,6,3,5,2,0,12,11,0,7,0,10,5,1,0
5/25/2021,129,3,24,15,29,24,21,18,14,6,2,0,80,49,0,26,4,58,20,5,16,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,3,2,4,0,12,12,0,0,1,18,4,0,1
8/5/2020,378,4,20,44,115,82,54,33,32,14,4,0,184,192,2,171,3,83,71,12,38,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,3,0,2,4,4,3,4,0,11,9,0,5,0,10,4,1,0
5/26/2021,171,5,32,31,45,23,23,25,9,9,6,0,97,74,0,43,2,66,23,8,29,0,0,0,0,0,4,1,0,0,1,4,0,0,0,3,2,0,0,0,6,1,7,9,2,3,4,0,16,16,0,3,0,21,6,1,1
5/21/2020,801,34,110,75,175,137,120,122,78,51,43,0,414,369,18,370,24,134,54,28,191,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,12,16,17,23,21,11,0,54,56,0,43,8,41,8,6,4
8/16/2020,120,3,20,10,40,28,9,15,10,6,1,1,56,62,2,27,5,17,42,9,20,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,3,5,2,3,0,13,6,1,11,1,6,1,0,1
6/18/2020,184,14,30,24,43,34,30,29,9,5,10,0,93,87,4,82,3,31,26,3,39,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,7,0,16,14,0,11,0,9,10,0,0
5/29/2021,89,6,24,17,16,17,15,15,7,1,1,0,42,47,0,24,1,35,7,5,17,0,0,0,1,1,1,1,2,0,2,4,0,0,0,4,2,0,0,1,2,2,1,6,6,3,3,0,15,9,0,4,0,14,5,0,1
3/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
1/3/2021,647,20,67,73,180,131,82,73,60,30,18,0,326,320,1,140,35,110,191,29,142,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,2,8,1,8,5,16,16,11,0,29,38,0,15,5,29,12,1,5
7/7/2020,342,4,26,35,107,69,55,45,19,8,4,0,184,157,1,101,12,90,73,12,54,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,3,5,4,6,3,0,10,16,0,4,2,14,4,1,1
4/27/2021,564,5,52,101,144,112,78,63,41,14,11,0,288,274,2,137,15,216,70,32,94,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,4,8,6,12,10,5,6,0,29,23,0,7,1,35,7,2,0
11/8/2020,1107,11,114,124,269,237,177,142,87,44,27,0,555,550,2,347,22,167,306,63,202,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,11,3,15,23,18,24,14,0,58,56,0,43,3,45,16,3,4
2/17/2021,386,8,34,36,119,70,70,47,24,10,10,0,193,193,0,107,8,73,103,18,77,0,0,0,0,1,2,2,3,0,2,6,0,1,0,2,4,0,1,1,2,2,5,6,8,7,3,0,15,19,0,8,0,17,8,1,0
4/27/2020,1157,35,172,42,234,201,232,206,125,53,64,0,572,557,28,520,23,206,107,60,241,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,10,16,40,37,20,38,0,80,90,2,57,4,71,28,11,1
12/19/2020,854,23,81,96,172,162,161,119,75,40,29,0,450,396,8,271,41,107,179,57,199,0,0,0,0,0,5,7,11,0,10,13,0,8,1,6,8,0,0,2,8,4,5,16,17,14,15,0,43,38,0,26,3,31,14,3,4
5/23/2021,92,6,26,15,23,17,11,8,6,4,8,0,50,42,0,16,1,55,8,3,9,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,3,4,4,3,4,5,0,14,12,0,4,0,18,1,3,0
9/29/2020,382,6,31,47,106,72,65,45,26,17,4,0,195,185,2,162,15,43,82,15,65,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,3,6,2,6,5,4,4,0,17,14,0,14,2,8,5,1,1
5/2/2021,229,14,50,32,47,52,25,28,29,11,5,0,130,97,2,35,8,99,32,18,37,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,5,4,11,14,7,3,0,28,22,0,10,3,27,6,2,2
2/12/2021,357,13,37,42,106,68,48,25,40,20,8,0,168,189,0,85,15,61,102,30,64,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,5,2,4,7,9,7,2,0,19,18,0,6,2,16,8,3,2
9/2/2020,406,3,22,42,127,81,67,46,25,12,6,0,224,181,1,159,10,63,92,15,67,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,3,4,1,4,0,10,12,0,10,0,6,6,0,0
11/9/2020,3219,14,157,386,831,616,529,426,249,117,65,0,1621,1578,20,1182,67,421,670,140,739,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,5,16,17,28,34,35,21,0,79,78,0,45,6,59,34,3,10
5/10/2020,307,38,100,17,60,52,64,42,41,14,17,0,138,168,1,121,7,65,37,14,63,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,9,31,15,11,0,37,62,1,43,4,33,12,6,2
3/3/2021,337,5,26,46,92,72,56,29,24,14,4,0,160,177,0,75,20,72,88,34,48,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,3,1,1,5,7,6,2,0,17,9,0,2,0,15,8,1,0
4/10/2020,571,32,158,22,80,101,99,107,85,42,35,0,253,309,9,169,26,210,77,25,64,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,10,10,22,19,39,28,30,0,63,94,1,51,4,71,22,9,1
4/29/2020,1151,42,162,54,208,231,219,201,117,62,59,0,536,589,26,517,17,172,116,47,282,0,1,1,4,4,5,8,19,0,20,22,0,16,3,13,10,0,0,0,12,11,23,26,34,22,34,0,82,80,0,58,4,49,37,9,5
11/1/2020,734,6,75,77,184,152,114,96,53,36,22,0,393,340,1,179,33,101,205,37,179,0,0,0,0,0,3,1,2,0,3,3,0,2,0,3,1,0,0,2,7,3,6,8,14,20,15,0,34,41,0,26,1,28,15,3,2
10/29/2020,1887,4,91,216,544,407,299,194,130,60,37,0,977,907,3,712,54,190,418,100,413,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,5,11,12,11,17,14,19,0,49,41,1,25,1,31,25,6,3
11/25/2020,1830,17,118,260,432,354,255,234,165,84,45,1,965,856,9,553,37,300,319,95,526,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,8,12,10,22,27,18,19,0,62,56,0,40,5,34,27,7,5
3/4/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,2,1,0,0
2/28/2021,149,3,17,16,34,34,22,17,19,5,2,0,68,79,2,25,12,29,42,6,35,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,3,0,0,9,0,4,0,11,6,0,3,0,8,4,0,2
2/5/2021,405,8,48,49,101,73,53,54,36,22,17,0,206,197,2,105,20,67,84,27,102,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,4,5,6,5,8,9,10,0,28,20,0,13,2,23,9,1,0
4/5/2021,934,6,54,175,232,206,151,96,46,20,8,0,496,435,3,217,30,248,200,54,185,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,6,5,15,7,11,4,0,27,27,0,12,1,34,3,2,2
5/1/2021,348,4,56,62,71,65,58,40,36,11,5,0,182,166,0,66,16,146,61,11,48,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,7,8,11,9,11,4,2,0,33,23,0,12,0,35,6,1,2
10/17/2020,548,5,49,70,140,115,95,58,45,15,10,0,275,273,0,222,14,72,127,23,90,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,6,5,9,8,8,0,34,15,0,15,2,18,9,1,4
7/16/2020,297,2,28,27,88,67,43,31,22,10,9,0,156,140,1,93,3,80,57,11,53,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,0,8,2,5,4,3,4,2,0,14,14,0,8,1,13,4,1,1
2/20/2021,213,9,18,35,57,31,29,33,13,7,8,0,107,106,0,57,8,38,57,17,36,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,7,0,9,9,0,3,0,10,3,2,0
5/3/2021,553,5,61,88,112,126,74,84,44,20,5,0,315,238,0,127,17,202,77,20,110,0,0,0,0,0,2,1,2,0,1,4,0,1,0,1,3,0,0,2,3,7,10,15,14,6,4,0,25,36,0,9,0,38,7,3,4
5/21/2021,243,5,29,51,47,46,36,33,18,6,6,0,138,105,0,40,8,96,39,8,52,0,1,0,0,0,2,1,1,0,2,3,0,2,0,3,0,0,0,0,2,1,2,10,7,4,3,0,18,11,0,0,1,21,2,1,4
12/27/2020,614,24,97,49,139,114,84,94,71,37,26,0,327,282,5,147,23,95,188,38,123,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,1,4,5,7,25,20,17,18,0,45,52,0,21,4,41,19,3,9
6/12/2021,44,2,7,5,11,13,3,7,1,2,2,0,17,27,0,9,1,12,10,1,11,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,3,1,0,0,1,0,3,4,0,3,0,3,1,0,0
4/23/2021,526,6,49,92,129,97,82,62,39,15,10,0,287,237,2,115,28,175,84,21,103,0,0,1,0,3,0,2,0,0,2,4,0,1,2,3,0,0,0,2,4,9,6,6,9,8,5,0,24,25,0,12,0,30,3,1,3
2/14/2021,143,9,22,22,38,29,19,17,4,12,2,0,75,66,2,25,8,23,41,11,35,0,0,0,0,0,2,3,4,0,4,5,0,2,0,3,4,0,0,1,2,3,0,5,5,5,1,0,12,10,0,7,0,10,4,0,1
5/20/2020,768,29,93,58,208,131,138,107,72,36,18,0,401,360,7,359,4,147,63,24,171,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,8,14,21,20,16,0,47,46,0,33,1,39,11,3,6
5/13/2020,876,45,126,56,189,165,163,135,96,40,32,0,449,421,6,426,15,125,70,27,213,0,0,2,3,4,13,10,13,0,17,28,0,18,5,15,6,1,0,2,6,8,17,24,34,22,13,0,64,62,0,46,2,54,11,4,9
8/21/2020,431,5,21,60,139,89,46,54,29,11,3,0,243,186,2,220,17,55,83,16,40,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,6,3,3,4,0,11,10,0,11,0,6,2,2,0
12/23/2020,1221,21,100,140,287,222,193,167,118,62,32,0,633,582,6,433,50,211,225,53,249,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,6,5,6,15,21,25,21,0,49,51,0,26,7,36,27,3,1
12/17/2020,1350,23,99,169,327,256,198,183,123,50,43,1,710,635,5,527,44,204,224,60,291,0,0,1,1,3,6,2,10,0,8,15,0,9,0,7,7,0,0,1,9,9,6,15,25,15,18,1,50,48,1,30,4,37,15,2,11
3/10/2020,11,0,8,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,4,4,0,0,0,5,1,2,0
4/4/2020,327,22,160,2,34,39,61,70,63,33,25,0,153,174,0,69,15,143,43,18,39,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,45,24,21,0,78,82,0,39,10,78,23,7,3
6/8/2021,74,4,14,22,17,13,7,6,7,2,0,0,43,30,1,23,3,30,7,3,8,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,2,3,0,2,3,2,1,0,8,6,0,5,2,5,2,0,0
,480,0,556,28,112,100,81,65,57,24,13,0,251,218,11,118,14,106,116,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,66,78,96,86,73,58,0,270,281,5,187,48,161,109,36,15
5/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,156,167,3,142,6,71,29,15,63,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,37,3,28,16,4,9
6/10/2020,233,12,32,10,57,46,31,36,26,18,9,0,129,100,4,99,3,46,31,8,46,0,0,1,2,2,1,4,2,0,5,7,0,5,1,6,0,0,0,0,1,4,2,8,4,6,7,0,19,13,0,7,1,17,6,1,0
8/17/2020,493,3,28,69,142,85,72,63,29,23,10,0,237,251,5,260,9,75,93,14,42,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,7,5,6,1,0,13,15,0,8,0,15,4,1,0
10/16/2020,954,3,55,113,243,182,159,134,73,35,15,0,496,452,6,352,20,168,229,34,151,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,6,7,3,10,12,12,4,0,35,20,0,15,1,14,9,3,13
12/11/2020,1672,28,126,235,379,313,267,225,136,79,38,0,862,807,3,562,49,270,264,72,455,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,8,10,9,23,23,35,16,0,63,63,0,41,3,38,28,6,10
9/21/2020,421,2,28,51,123,85,57,46,34,18,7,0,216,202,3,211,5,43,89,16,57,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,5,5,4,6,2,3,0,15,13,0,15,0,10,2,0,1
5/24/2021,213,4,31,39,48,41,32,24,15,10,4,0,110,103,0,44,5,87,27,7,43,0,0,1,2,1,0,0,0,0,2,2,0,2,0,2,0,0,0,1,4,1,3,6,8,6,2,0,17,14,0,6,3,15,4,0,3
1/14/2021,1053,15,67,136,221,232,175,126,93,46,24,0,544,503,6,360,54,152,208,50,229,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,3,8,9,8,11,19,9,0,37,30,0,16,2,27,14,5,3
12/26/2020,959,19,82,94,236,181,155,139,90,41,23,0,509,447,3,347,26,137,207,61,181,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,6,7,13,18,16,10,0,42,40,0,25,1,34,12,7,3
7/9/2020,288,7,29,27,93,58,41,34,23,7,5,0,135,152,1,85,4,89,61,8,41,0,0,0,0,1,2,4,0,0,4,3,0,3,0,2,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
2/1/2021,608,9,53,79,151,114,94,89,43,22,16,0,319,287,2,202,17,97,150,27,115,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,4,7,3,8,11,10,9,0,29,24,0,14,1,18,12,2,6
6/14/2021,66,2,,10,14,23,6,7,5,1,0,0,35,31,0,20,2,19,4,3,18,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,
5/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,1,0,2
4/1/2021,716,2,48,90,231,166,88,71,41,25,4,0,368,347,1,150,28,163,200,39,136,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,10,9,3,0,26,22,0,8,0,27,9,0,4
4/11/2020,397,33,141,7,53,71,65,83,54,38,26,0,184,212,1,103,17,147,54,14,62,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,32,32,20,0,58,83,0,37,5,75,16,5,3
10/19/2020,1167,4,59,151,275,251,162,169,96,43,20,0,597,568,2,428,25,201,248,49,216,0,0,0,0,0,3,1,0,0,1,3,0,1,0,2,1,0,0,2,4,1,8,15,11,10,8,0,29,30,0,13,1,20,19,3,3
8/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,178,163,6,135,5,68,79,15,45,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,4,6,5,4,0,15,11,0,6,0,16,4,0,0
5/27/2021,122,5,20,19,32,22,15,10,15,6,3,0,65,57,0,35,0,49,16,3,19,0,0,0,0,0,2,2,1,0,4,1,0,0,0,4,1,0,0,0,0,4,3,3,5,2,3,0,12,8,0,5,0,11,2,2,0
12/31/2020,973,22,75,89,250,200,142,120,79,56,37,0,491,476,6,218,29,111,297,56,262,0,0,0,0,2,3,11,6,0,10,12,0,9,0,8,5,0,0,2,3,6,5,14,17,13,15,0,36,39,0,15,2,35,19,4,0
5/22/2020,724,36,94,64,155,135,125,112,74,35,24,0,368,347,9,353,10,144,63,26,128,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,1,8,13,10,11,18,18,15,0,39,55,0,39,4,34,10,0,7
5/9/2021,166,9,46,28,27,37,22,20,15,11,6,0,86,79,1,48,2,69,22,6,19,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,8,12,3,8,5,6,0,20,26,0,13,0,23,4,4,2
